stock_1,name_1,industry_1,stock_2,name_2,industry_2,partial,glasso_cv_partial,glasso_1se_partial,abs_partial,abs_glasso_cv,abs_glasso_1se,in_partial_network,in_glasso_cv,in_glasso_1se,main_edge_type,sign_same_partial_1se,abs_shrinkage_partial_to_1se,same_industry
002415,海康威视,电子,000725,京东方A,电子,0.1625080277034417,0.1558807869724656,0.1120219745154098,0.1625080277034417,0.1558807869724656,0.1120219745154098,False,True,True,GLasso-1SE-only,,0.0504860531880319,True
002415,海康威视,电子,603501,韦尔股份,电子,0.180871973000757,0.1792583028506632,0.1435145896230533,0.180871973000757,0.1792583028506632,0.1435145896230533,False,True,True,GLasso-1SE-only,,0.037357383377703696,True
002415,海康威视,电子,002475,立讯精密,电子,0.1478212252237532,0.1434961581523161,0.1052291681161388,0.1478212252237532,0.1434961581523161,0.1052291681161388,False,True,True,GLasso-1SE-only,,0.042592057107614406,True
002415,海康威视,电子,601318,中国平安,非银金融,0.0783401534268599,0.0694382434880254,0.051259851183034,0.0783401534268599,0.0694382434880254,0.051259851183034,False,True,True,GLasso-1SE-only,,0.027080302243825904,False
002415,海康威视,电子,600030,中信证券,非银金融,0.0783148211214492,0.0885707409120813,0.1012385897166468,0.0783148211214492,0.0885707409120813,0.1012385897166468,False,True,True,GLasso-1SE-only,,-0.022923768595197597,False
000725,京东方A,电子,603501,韦尔股份,电子,0.1911457097916971,0.1876146520637696,0.1429756652929301,0.1911457097916971,0.1876146520637696,0.1429756652929301,False,True,True,GLasso-1SE-only,,0.048170044498766995,True
000725,京东方A,电子,002475,立讯精密,电子,0.1274537832181444,0.1234636312748129,0.0802973640733232,0.1274537832181444,0.1234636312748129,0.0802973640733232,False,True,True,GLasso-1SE-only,,0.0471564191448212,True
000725,京东方A,电子,601318,中国平安,非银金融,0.0413090004586301,0.0146977873233543,0.0,0.0413090004586301,0.0146977873233543,0.0,False,True,False,Neither,,0.0413090004586301,False
000725,京东方A,电子,600030,中信证券,非银金融,0.0800940307765053,0.0785029674682425,0.0518343812333643,0.0800940307765053,0.0785029674682425,0.0518343812333643,False,True,True,GLasso-1SE-only,,0.028259649543141002,False
603501,韦尔股份,电子,002475,立讯精密,电子,0.2864220299177501,0.2783472353162823,0.2184911650380752,0.2864220299177501,0.2783472353162823,0.2184911650380752,True,True,True,Common,True,0.06793086487967492,True
603501,韦尔股份,电子,601318,中国平安,非银金融,-0.0116748339455016,0.0,0.0,0.0116748339455016,0.0,0.0,False,False,False,Neither,,0.0116748339455016,False
