target,regime_type,sample_scope,factor_name,method,window,total_date_n,estimate_type,regime,estimate,hac_se,hac_t,regime_date_n,min_component_n,small_sample,p_nominal,q_bh
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_jaccard_1m,RAW_COMMON,60,100,REGIME_MEAN,HIGH,-0.08007850674615435,0.01425355117395955,-5.618144262354308,32,32,False,,
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_jaccard_1m,RAW_COMMON,60,100,HIGH_MINUS_LOW,HIGH_MINUS_LOW,-0.018514889856644005,0.01697457765133601,-1.09074229927522,65,32,False,0.2753862923718407,0.4956953262693133
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_jaccard_1m,INDUSTRY_SIZE_COMMON,60,100,REGIME_MEAN,LOW,-0.07081781725997158,0.005913412233435274,-11.975795778206965,33,33,False,,
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_jaccard_1m,INDUSTRY_SIZE_COMMON,60,100,REGIME_MEAN,MEDIUM,-0.06202717458638986,0.009178849550813228,-6.757619704192055,35,35,False,,
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_jaccard_1m,INDUSTRY_SIZE_COMMON,60,100,REGIME_MEAN,HIGH,-0.06616371481315556,0.013160279912148194,-5.0275309685533465,32,32,False,,
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_jaccard_1m,INDUSTRY_SIZE_COMMON,60,100,HIGH_MINUS_LOW,HIGH_MINUS_LOW,0.004654102446816022,0.01378316269612971,0.3376657846549897,65,32,False,0.7356150616966879,0.763907948685022
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,60,100,REGIME_MEAN,LOW,-0.07999894769019464,0.006302152869080181,-12.693907836270993,33,33,False,,
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,60,100,REGIME_MEAN,MEDIUM,-0.07016958068221583,0.006896967449699313,-10.173975909553556,35,35,False,,
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,60,100,REGIME_MEAN,HIGH,-0.0689586248566032,0.008615923036372068,-8.003625910479327,32,32,False,,
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,60,100,HIGH_MINUS_LOW,HIGH_MINUS_LOW,0.011040322833591437,0.010396563369515284,1.0619204097734622,65,32,False,0.2882718186864009,0.5071015956296944
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_retention_1m,RAW_COMMON,60,100,REGIME_MEAN,LOW,-0.053460666336040685,0.009789499636787675,-5.461021330972056,33,33,False,,
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_retention_1m,RAW_COMMON,60,100,REGIME_MEAN,MEDIUM,-0.06070707495966446,0.01086404580336267,-5.5878883482683985,35,35,False,,
future_idio_vol_annualized,NETWORK,NATIVE,neighbor_retention_1m,RAW_COMMON,60,100,REGIME_MEAN,HIGH,-0.08449783107061741,0.013883128642600677,-6.086368083584128,32,32,False,,
