regime_before,regime_after,stock_code,stock_name,industry,lost_core_incident,gained_core_incident,lost_same_core_incident,lost_cross_core_incident,gained_same_core_incident,gained_cross_core_incident,persistence_drop_burden,persistence_gain_burden,abs_persistence_shift_burden,cross_persistence_drop_burden,cross_persistence_gain_burden,cross_abs_persistence_shift_burden,major_persistence_drop_count,major_persistence_gain_count,total_core_change_incident,net_core_incident_change,net_persistence_shift,persistence_shift_share,core_change_incident_share,cross_shift_ratio
3,4,600519,贵州茅台,食品饮料,1,0,0,1,0,0,1.1,0.0499999999999999,1.15,1.1,0.0499999999999999,1.15,1,0,1,-1,-1.0500000000000003,0.039383561643835614,0.03125,1.0
3,4,600887,伊利股份,食品饮料,3,0,0,3,0,0,2.95,0.0,2.95,2.95,0.0,2.95,4,0,3,-3,-2.95,0.10102739726027399,0.09375,1.0
3,4,601288,农业银行,银行,0,0,0,0,0,0,0.7,0.0,0.7,0.7,0.0,0.7,1,0,0,0,-0.7,0.023972602739726026,0.0,1.0
3,4,601318,中国平安,非银金融,3,0,0,3,0,0,2.75,0.0,2.75,2.75,0.0,2.75,3,0,3,-3,-2.75,0.09417808219178082,0.09375,1.0
3,4,601398,工商银行,银行,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,
3,4,603501,韦尔股份,电子,1,0,0,1,0,0,0.95,0.0,0.95,0.95,0.0,0.95,1,0,1,-1,-0.95,0.032534246575342464,0.03125,1.0
4,5,000001,平安银行,银行,1,1,0,1,0,1,0.6499999999999999,0.45,1.0999999999999999,0.6499999999999999,0.45,1.0999999999999999,1,0,2,0,-0.1999999999999999,0.051401869158878497,0.09090909090909091,1.0
4,5,000568,泸州老窖,食品饮料,1,1,0,1,0,1,0.6,0.85,1.45,0.6,0.85,1.45,1,1,2,0,0.25,0.06775700934579439,0.09090909090909091,1.0
4,5,000725,京东方A,电子,3,0,0,3,0,0,2.3499999999999996,0.2,2.55,2.1500000000000004,0.2,2.3500000000000005,2,0,3,-3,-2.1499999999999995,0.11915887850467288,0.13636363636363635,0.9215686274509807
4,5,000858,五粮液,食品饮料,0,1,0,0,0,1,1.4,0.25,1.65,1.4,0.25,1.65,2,0,1,1,-1.15,0.07710280373831775,0.045454545454545456,1.0
4,5,002415,海康威视,电子,0,1,0,0,1,0,0.4,1.1,1.5,0.4,0.6,1.0,0,2,1,1,0.7000000000000001,0.07009345794392523,0.045454545454545456,0.6666666666666666
4,5,002460,赣锋锂业,新能源,1,0,0,1,0,0,1.4,0.55,1.9499999999999997,1.4,0.55,1.9499999999999997,1,0,1,-1,-0.8499999999999999,0.09112149532710279,0.045454545454545456,1.0
4,5,002475,立讯精密,电子,0,2,0,0,1,1,0.1999999999999999,0.75,0.95,0.0,0.25,0.25,0,1,2,2,0.55,0.04439252336448597,0.09090909090909091,0.2631578947368421
4,5,600030,中信证券,非银金融,2,3,0,2,0,3,1.0,1.25,2.25,1.0,1.25,2.25,1,1,5,1,0.25,0.10514018691588783,0.22727272727272727,1.0
4,5,600036,招商银行,银行,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,
4,5,600519,贵州茅台,食品饮料,1,0,0,1,0,0,0.85,0.0,0.85,0.85,0.0,0.85,1,0,1,-1,-0.85,0.0397196261682243,0.045454545454545456,1.0
4,5,600887,伊利股份,食品饮料,0,1,0,0,0,1,0.1999999999999999,1.15,1.3499999999999999,0.1999999999999999,1.15,1.3499999999999999,0,2,1,1,0.95,0.0630841121495327,0.045454545454545456,1.0
4,5,601288,农业银行,银行,0,0,0,0,0,0,0.0,0.6,0.6,0.0,0.6,0.6,0,1,0,0,0.6,0.02803738317757009,0.0,1.0
4,5,601318,中国平安,非银金融,1,0,0,1,0,0,1.25,0.6,1.8499999999999999,1.25,0.6,1.8499999999999999,1,1,1,-1,-0.65,0.0864485981308411,0.045454545454545456,1.0
4,5,601398,工商银行,银行,0,1,0,0,0,1,0.0,1.6,1.6,0.0,1.6,1.6,0,1,1,1,1.6,0.07476635514018691,0.045454545454545456,1.0
4,5,603501,韦尔股份,电子,0,1,0,0,0,1,0.0,1.75,1.75,0.0,1.75,1.75,0,2,1,1,1.75,0.08177570093457943,0.045454545454545456,1.0
