scope,portfolio_scope,factor_family,window,scenario_order,scenario_id,liquidity_basis,participation_cap,target_executable_share,is_primary,factor_n,mean_capacity_yi_cny,median_capacity_yi_cny,mean_capacity_ratio_to_primary
PORTFOLIO_LEG,Q5,STRUCTURAL,120,14,ADV60_P05_E95,ADV60,0.05,0.95,False,5,10.122462119536976,10.092570395594057,1.1477822835255853
PORTFOLIO_LEG,Q5,STRUCTURAL,120,15,ADV60_P05_E97p5,ADV60,0.05,0.975,False,5,6.150145290582495,6.264989840770407,0.6959833603976947
PORTFOLIO_LEG,Q5,STRUCTURAL,120,16,ADV60_P10_E90,ADV60,0.1,0.9,False,5,32.73230438797939,32.950430319755306,3.712781785145469
PORTFOLIO_LEG,Q5,STRUCTURAL,120,17,ADV60_P10_E95,ADV60,0.1,0.95,False,5,20.244924239073953,20.185140791188115,2.2955645670511706
PORTFOLIO_LEG,Q5,STRUCTURAL,120,18,ADV60_P10_E97p5,ADV60,0.1,0.975,False,5,12.30029058116499,12.529979681540814,1.3919667207953894
PORTFOLIO_LEG,Q5,STRUCTURAL,252,1,ADV20_P01_E90,ADV20,0.01,0.9,False,5,2.611601543441679,2.6196030324951254,0.3333626774390856
PORTFOLIO_LEG,Q5,STRUCTURAL,252,2,ADV20_P01_E95,ADV20,0.01,0.95,False,5,1.5659030602170307,1.6079980555942435,0.2
PORTFOLIO_LEG,Q5,STRUCTURAL,252,3,ADV20_P01_E97p5,ADV20,0.01,0.975,False,5,0.933972187377108,1.0158577876596993,0.11884201014727828
PORTFOLIO_LEG,Q5,STRUCTURAL,252,4,ADV20_P05_E90,ADV20,0.05,0.9,False,5,13.058007717208394,13.098015162475626,1.6668133871954283
PORTFOLIO_LEG,Q5,STRUCTURAL,252,5,ADV20_P05_E95,ADV20,0.05,0.95,True,5,7.829515301085154,8.039990277971217,1.0
PORTFOLIO_LEG,Q5,STRUCTURAL,252,6,ADV20_P05_E97p5,ADV20,0.05,0.975,False,5,4.66986093688554,5.079288938298497,0.5942100507363914
PORTFOLIO_LEG,Q5,STRUCTURAL,252,7,ADV20_P10_E90,ADV20,0.1,0.9,False,5,26.116015434416788,26.196030324951252,3.3336267743908565
PORTFOLIO_LEG,Q5,STRUCTURAL,252,8,ADV20_P10_E95,ADV20,0.1,0.95,False,5,15.659030602170308,16.079980555942434,2.0
PORTFOLIO_LEG,Q5,STRUCTURAL,252,9,ADV20_P10_E97p5,ADV20,0.1,0.975,False,5,9.33972187377108,10.158577876596993,1.1884201014727829
PORTFOLIO_LEG,Q5,STRUCTURAL,252,10,ADV60_P01_E90,ADV60,0.01,0.9,False,5,2.928926212182739,2.972345525963611,0.37394821356205615
PORTFOLIO_LEG,Q5,STRUCTURAL,252,11,ADV60_P01_E95,ADV60,0.01,0.95,False,5,1.7989575696885123,1.8611784374223244,0.2297689553210805
PORTFOLIO_LEG,Q5,STRUCTURAL,252,12,ADV60_P01_E97p5,ADV60,0.01,0.975,False,5,1.0889879643813454,1.1740347901488828,0.13864786536809112
PORTFOLIO_LEG,Q5,STRUCTURAL,252,13,ADV60_P05_E90,ADV60,0.05,0.9,False,5,14.644631060913696,14.861727629818057,1.8697410678102808
PORTFOLIO_LEG,Q5,STRUCTURAL,252,14,ADV60_P05_E95,ADV60,0.05,0.95,False,5,8.994787848442561,9.305892187111622,1.1488447766054024
PORTFOLIO_LEG,Q5,STRUCTURAL,252,15,ADV60_P05_E97p5,ADV60,0.05,0.975,False,5,5.444939821906727,5.870173950744413,0.6932393268404556
PORTFOLIO_LEG,Q5,STRUCTURAL,252,16,ADV60_P10_E90,ADV60,0.1,0.9,False,5,29.28926212182739,29.723455259636115,3.7394821356205616
PORTFOLIO_LEG,Q5,STRUCTURAL,252,17,ADV60_P10_E95,ADV60,0.1,0.95,False,5,17.989575696885122,18.611784374223244,2.297689553210805
PORTFOLIO_LEG,Q5,STRUCTURAL,252,18,ADV60_P10_E97p5,ADV60,0.1,0.975,False,5,10.889879643813455,11.740347901488827,1.3864786536809113
