window_id,network_date,regime,stock,name,industry,node_novelty_score,node_novelty_share,same_node_novelty_score,cross_node_novelty_score,cross_node_novelty_share,node_novelty_rank
14,2025-02-19,R3,000001,平安银行,银行,0.010938231291877267,0.049847075225515035,0.00024369914106924515,0.010694532150808022,0.9777204253076806,10
14,2025-02-19,R3,000568,泸州老窖,食品饮料,0.01272483575744903,0.05798888579956373,0.0038337352688217227,0.008891100488627308,0.6987202552632179,8
14,2025-02-19,R3,000725,京东方A,电子,0.017743207579618163,0.08085831971938147,0.015319496183384176,0.0024237113962339873,0.13659939361911844,5
14,2025-02-19,R3,000858,五粮液,食品饮料,0.010144389193990478,0.04622942391474703,0.005197183459659516,0.004947205734330961,0.4876790154366,11
14,2025-02-19,R3,002415,海康威视,电子,0.01717318515608316,0.07826064648794415,0.011926997054659482,0.005246188101423679,0.30548719144074166,6
14,2025-02-19,R3,002460,赣锋锂业,新能源,0.014951116388197173,0.06813436317271261,0.0,0.014951116388197173,1.0,7
14,2025-02-19,R3,002475,立讯精密,电子,0.005289752690125255,0.024106155120787395,0.003455888823488905,0.00183386386663635,0.34668234491562333,13
14,2025-02-19,R3,600030,中信证券,非银金融,0.03671443281506703,0.167312890499381,0.005430530577362462,0.031283902237704574,0.8520873084240088,1
14,2025-02-19,R3,600036,招商银行,银行,0.009143936697245947,0.04167021963993779,0.0036959078907097364,0.005448028806536212,0.5958077999574405,12
14,2025-02-19,R3,600519,贵州茅台,食品饮料,0.017966355199186095,0.0818752351495075,0.017542736367880223,0.0004236188313058687,0.0235784513113188,4
14,2025-02-19,R3,600887,伊利股份,食品饮料,0.019401942846502936,0.08841741217421195,0.014790616827841017,0.004611326018661913,0.2376734152421788,3
14,2025-02-19,R3,601288,农业银行,银行,0.00023327066572854629,0.0010630475908030644,0.00013675876615946517,9.651189956908113e-05,0.413733545397391,15
14,2025-02-19,R3,601318,中国平安,非银金融,0.011094488984053151,0.05055916374591785,0.005430530577362462,0.005663958406690688,0.5105199901349106,9
14,2025-02-19,R3,601398,工商银行,银行,0.0035461987256038834,0.016160531801066413,0.0035044738431261654,4.172488247771813e-05,0.01176608693034054,14
14,2025-02-19,R3,603501,韦尔股份,电子,0.032370425157034366,0.14751662995852305,0.010000323229776118,0.022370101927258256,0.6910660523838391,2
15,2025-03-19,R3,000001,平安银行,银行,0.017086587246617827,0.08087551157973252,0.0012971496934788835,0.015789437553138944,0.9240837462299182,5
15,2025-03-19,R3,000568,泸州老窖,食品饮料,0.008571904920033697,0.04057318091755139,0.003272989473193967,0.0052989154468397305,0.6181724478132569,11
15,2025-03-19,R3,000725,京东方A,电子,0.01615677320330267,0.0764744462679911,0.011307822567081585,0.004848950636221086,0.3001187536153502,7
15,2025-03-19,R3,000858,五粮液,食品饮料,0.01294688584209278,0.06128116754566732,0.005797116552498682,0.007149769289594097,0.5522385364941461,8
15,2025-03-19,R3,002415,海康威视,电子,0.01654032956253374,0.07828992388939926,0.011030274240304781,0.0055100553222289595,0.333128508800093,6
15,2025-03-19,R3,002460,赣锋锂业,新能源,0.011300546518442343,0.05348859123348329,0.0,0.011300546518442343,1.0,10
15,2025-03-19,R3,002475,立讯精密,电子,0.006680241959819894,0.03161942043656326,0.005342132164396693,0.0013381097954232022,0.20030858215490133,13
15,2025-03-19,R3,600030,中信证券,非银金融,0.03284173340127557,0.1554489466888191,0.0032857319347273576,0.029556001466548215,0.8999525422552836,1
15,2025-03-19,R3,600036,招商银行,银行,0.008548323236781926,0.04046156233220306,0.004865451484499645,0.00368287175228228,0.43082972534725095,12
15,2025-03-19,R3,600519,贵州茅台,食品饮料,0.0173609327469284,0.0821740642027326,0.015268882727300793,0.002092050019627607,0.12050331915476978,4
15,2025-03-19,R3,600887,伊利股份,食品饮料,0.018317672201195682,0.08670257488163934,0.013740879526353864,0.004576792674841814,0.24985667526810884,3
