analysis_date,window,density_fraction,degree_spearman_raw_residual,strength_spearman_raw_residual,median_abs_degree_percentile_change,p90_abs_degree_percentile_change,median_abs_strength_percentile_change,p90_abs_strength_percentile_change,top1pct_degree_hub_overlap,top1pct_degree_hub_jaccard,top1pct_strength_hub_overlap,top1pct_strength_hub_jaccard,top5pct_degree_hub_overlap,top5pct_degree_hub_jaccard,top5pct_strength_hub_overlap,top5pct_strength_hub_jaccard
2016-02-29,60,0.01,0.3688948615681018,0.3728885129609225,0.19656401872634888,0.5394912958145142,0.2032574564218521,0.5359214544296265,0.0,0.0,0.0,0.0,0.17699115044247787,0.0970873786407767,0.18584070796460178,0.1024390243902439
2016-03-31,60,0.01,0.21246361375419917,0.21398506548347537,0.22969432175159454,0.6024017333984375,0.2312227189540863,0.5987771153450012,0.0,0.0,0.0,0.0,0.11304347826086956,0.059907834101382486,0.09565217391304348,0.0502283105022831
2016-04-29,60,0.01,0.20605393550492587,0.21245090011440262,0.22684770822525024,0.6180988550186157,0.226179838180542,0.6187666654586792,0.0,0.0,0.0,0.0,0.04424778761061947,0.02262443438914027,0.035398230088495575,0.018018018018018018
2016-05-31,60,0.01,0.2505670590142802,0.256421498134146,0.22207506000995636,0.5973508954048157,0.21898454427719116,0.5939072966575623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-30,60,0.01,0.3015728461614177,0.30556755448682127,0.2086251974105835,0.5689579844474792,0.20818737149238586,0.5737302303314209,0.043478260869565216,0.022222222222222223,0.043478260869565216,0.022222222222222223,0.06086956521739131,0.03139013452914798,0.05217391304347826,0.026785714285714284
2016-07-29,60,0.01,0.25684612933185663,0.26370835050257324,0.21054887771606445,0.5946396589279175,0.21312178671360016,0.5911020636558533,0.041666666666666664,0.02127659574468085,0.041666666666666664,0.02127659574468085,0.05128205128205128,0.02631578947368421,0.05128205128205128,0.02631578947368421
2016-08-31,60,0.01,0.37516744244382444,0.38310575455093143,0.19364884495735168,0.5483187437057495,0.19427144527435303,0.5380655527114868,0.0,0.0,0.0,0.0,0.024793388429752067,0.012552301255230125,0.01652892561983471,0.008333333333333333
2016-09-30,60,0.01,0.44208462458334075,0.4507736020612454,0.1844380497932434,0.5175792574882507,0.1786743402481079,0.5126389265060425,0.0,0.0,0.0,0.0,0.04918032786885246,0.025210084033613446,0.04918032786885246,0.025210084033613446
2016-10-31,60,0.01,0.42537695179796847,0.43539217461955654,0.19094246625900269,0.5185638666152954,0.19257444143295288,0.5108119249343872,0.0,0.0,0.0,0.0,0.008130081300813009,0.004081632653061225,0.0,0.0
2016-11-30,60,0.01,0.4713500303057686,0.48018740669543336,0.1825203150510788,0.4955284595489502,0.18150407075881958,0.4902438819408417,0.0,0.0,0.0,0.0,0.056910569105691054,0.029288702928870293,0.04065040650406504,0.02074688796680498
2016-12-30,60,0.01,0.4068555075227889,0.41620482862142655,0.18607443571090698,0.5170068144798279,0.190876305103302,0.5113245248794556,0.0,0.0,0.0,0.0,0.048,0.02459016393442623,0.048,0.02459016393442623
2017-01-26,60,0.01,0.34858836811833954,0.35523831240578774,0.1974773406982422,0.5493099689483643,0.20122189819812775,0.5463930368423462,0.0,0.0,0.0,0.0,0.023622047244094488,0.01195219123505976,0.031496062992125984,0.016
2017-02-28,60,0.01,0.30584958847993715,0.3098739339179769,0.2060876190662384,0.5669639110565186,0.21015894412994385,0.5709964036941528,0.0,0.0,0.0,0.0,0.07751937984496124,0.04032258064516129,0.06976744186046512,0.03614457831325301
2017-03-31,60,0.01,0.3018255089137565,0.30832223908437395,0.21498309075832367,0.5786706805229187,0.21686068177223206,0.5746151804924011,0.0,0.0,0.0,0.0,0.04477611940298507,0.022900763358778626,0.05223880597014925,0.02681992337164751
