analysis_date,universe_n,adv20_n,adv20_mean,adv20_p01,adv20_p05,adv20_p10,adv20_p25,adv20_p50,adv20_p75,adv20_p90,adv20_p95,adv20_p99,adv60_n,adv60_mean,adv60_p01,adv60_p05,adv60_p10,adv60_p25,adv60_p50,adv60_p75,adv60_p90,adv60_p95,adv60_p99
2022-02-28,4559,4559,197520075.8255614,8558009.277,15070016.160949992,20290219.08,37913730.737500764,82601265.04100189,196063104.77849883,441940579.0922003,738795507.7290068,1743381025.1892886,4552,227713100.96625608,11727482.539446734,21586417.301966675,29467702.12826663,52668935.796834305,110132805.67474976,237467264.02604142,495187485.48342,827631494.7242097,1938978917.14157
2022-03-31,4603,4603,217935545.25221542,7949032.471000001,14491754.190748902,20444452.42229988,39153822.697501376,90013402.65,221891059.31224978,480472286.8048037,814766077.9631993,2033305844.804565,4598,215898286.39930308,10643629.125641672,18934315.296575014,26295537.64386625,46952684.45,99976444.86666667,225275206.825,473809488.6616829,793609744.1274999,1813452336.75293
2022-04-29,4629,4629,188335485.32343858,6559211.735039429,13062923.253100129,18535478.060000002,35750536.99900007,78916170.42250213,191077737.00149918,433486298.4915996,682130644.3599997,1677202995.3351727,4623,202157424.53937614,8100364.1883333335,15846725.09814995,22939377.42493327,42552632.28400014,91855552.67649943,210007552.45833334,443454406.7858684,745361547.3634002,1750179256.8645554
2022-05-31,4638,4638,178450486.13208795,4863812.401500001,11442939.55,16865923.431050494,33371802.340499736,75278029.7255005,175892246.1625,408049514.7748559,644145591.721355,1678181765.2592466,4634,195154148.18078375,7861539.128270518,14605436.581499787,21502874.286733143,41326582.90391645,88603349.95966569,201088782.3220408,437251527.1834176,699532990.6041698,1681203439.4584327
2022-06-30,4635,4635,236130523.02576804,9079868.29605999,16425044.707350235,23633790.44279938,45358830.525,100416762.75,226903504.75,518492433.9506044,895089986.9764491,2221154182.231287,4629,201493827.96102265,8526094.476113321,16527370.936400656,23202051.30666667,43710122.09800033,91760355.08333333,201084557.03333333,450936905.55333316,706576156.2915645,1847246534.5786874
2022-07-29,4666,4666,211673647.42733914,8221008.78137496,15644020.83825016,21398710.1,41735467.187125824,90578966.6607502,208530482.86249998,469348858.12975466,810407053.3125,1883077829.2126262,4664,209451918.32433322,9277866.551001871,16819252.38597481,24350700.964450035,46556665.78499985,96596786.24674937,205259457.01900005,458472445.6383333,755062792.3416997,1834148701.9956625
2022-08-31,4689,4689,206618848.11794946,9266209.986,16515834.183399353,23781437.599999998,44708981.31000213,97956654.29350033,218293419.26999968,459221539.7839941,753934000.4100004,1731868741.4771783,4688,218638447.97573212,9943578.736833334,18662635.71161672,26810432.98835012,49517805.63558353,102342612.16758218,222223982.2291667,468663822.8450001,789569067.6708326,1753620337.621362
2022-09-30,4727,4727,149007320.24368653,6668804.0966798365,11936867.120000001,17361578.44,32094649.12699966,67915084.7,153199606.11750257,326145226.1435963,558794923.1670624,1227397950.1515532,4721,187555936.38491255,9295770.773333333,17149296.65649872,24751217.05,45208328.926499434,92853218.53799795,193103020.06666666,412250339.1438334,652843799.25,1454161591.4105318
2022-10-31,4749,4749,156139074.52337104,6947837.056799927,11823053.269399872,16618063.280000001,31869597.786001585,69585310.95,157479227.77250212,350635293.4917997,573104796.7252018,1297982928.6339989,4738,176456829.05282792,9036656.007206662,16631239.183841733,23448014.617133483,43388809.25416667,88531244.59650028,181555546.75641555,375472850.5617669,623708195.1248388,1375914220.436871
2022-11-30,4789,4789,188160756.6198074,9836305.454559991,16670459.459999999,22696837.838699646,42194660.45,89437088.99249916,197906618.5220062,424194349.44999963,657730822.5640035,1566465478.9819987,4785,169376555.1162219,8874945.359493332,15713583.056666669,21944259.19,40743505.6,84059450.97899991,179346573.89649862,367825433.6505354,576584033.4533339,1365536789.9885328
2022-12-30,4834,4834,156456196.24340856,7288191.582439873,12528060.35862505,17426917.153100368,32593530.96937523,71818698.875,165034261.26100004,357616765.35740054,560093266.6026986,1273552934.0845006,4828,171814369.14291456,9370285.230833333,16016592.694175135,22362073.752383284,41079314.84987497,85142182.74016666,182426695.18016636,377999832.88696605,588794329.184696,1312723844.730308
2023-01-31,4858,4858,153719064.68057483,6909137.987500001,11419316.995500011,16199912.515,31063639.563124847,67309289.01175022,154732453.0125,347505645.6775001,577515717.269999,1340606015.4190052,4855,170875250.78854647,9600996.947999999,15671256.787383331,21875777.360000003,40044941.21274999,84794793.75,179863219.73541766,379988668.4166668,589640523.9399164,1381916511.4014735
2023-02-28,4876,4876,180877102.9579934,11030194.075,18474677.3875,24839127.523749158,44205301.85662536,91205691.17024916,191812467.2668743,398808595.48249817,626219963.2826236,1431652389.9478774,4871,168021491.62489492,9675423.994700002,16409336.195833588,23111124.24716619,41966388.208333336,85249401.12049866,181162104.18583426,371811745.865332,584737033.55,1289732653.7832317
2023-03-31,4898,4898,187479253.80923566,10778179.261500001,16787374.414400235,22447416.29760006,37802566.84249993,79312157.29500046,181915421.11437073,409102801.5691871,674458764.4186673,1828256671.342603,4897,176790718.15927026,11037852.348886665,18554432.434933268,24832958.223333336,43138979.983333334,86955938.45,183780315.68333334,389013518.6735668,588152245.2033325,1438497274.6573331
2023-04-28,4909,4909,226479423.69274223,9248804.575060029,15052056.848698884,20836350.75160095,37869819.96449967,84312373.25,210134375.63549805,491718668.3593955,808171284.5219953,2505487525.4865932,4904,197468072.4564316,11593957.921166668,18952344.800816704,25289161.299100112,44416523.733541906,90003013.83274943,197322209.0472917,431163676.1503638,682545992.7263145,1831965754.0505748
2023-05-31,4922,4922,184517157.98718596,7161222.321320762,13146767.981624985,18329134.009099882,32722250.45662501,73144015.43274955,174232438.49400178,399752911.54460645,698109734.4949998,1916658613.9774997,4916,199415237.2921674,10883931.643249983,17148028.929792278,22874366.25416673,40022331.5006253,83819975.55866751,192338499.39583334,427338158.8157514,734220615.5099146,2008445527.3666692
2023-06-30,4928,4928,191389212.4202967,7834535.853,14465684.58744999,19773683.043099023,35507985.1125,78260377.19625169,182371233.6958744,404942702.70500004,685230604.3452476,1984508386.968978,4912,201202080.12114608,9609457.867333334,16527787.94084086,22408203.74308333,39851467.35416667,84743890.20599976,193796645.1885422,424665372.43110114,739175578.5608323,2043553486.8652823
2023-07-31,4938,4938,166024888.89026517,9230970.628269967,15368052.720350571,20914135.965000004,37981216.85712452,76919797.72874945,166377937.92126158,349833809.3500001,567556883.8816006,1412274523.338488,4933,180858507.85707897,9862252.034746675,16321636.53143331,22294791.803333335,39380453.6,82015453.89566548,181074046.56583303,378608864.17306614,634365390.0733329,1729197905.9700062
2023-08-31,4968,4968,158769385.29092264,11374942.1955,17997967.125,23288103.82989983,37318226.29337654,70205879.60324879,149377599.83749998,333695968.2200001,552129947.5865755,1324345260.2879639,4962,171676430.7324748,11214192.430659078,18245231.25907496,24974724.802850034,42317113.84662485,83044924.47508189,169963844.2130834,353868150.2800264,577117549.1970998,1420437403.9946747
2023-09-28,5004,5004,140505024.73967448,10701224.006766006,16286595.586524429,21170889.743950006,33122919.223750688,62665288.10725021,141910603.3875,307252429.2333989,484943141.02142507,1278825895.5735664,4996,155103574.1504275,11652958.784983292,18647174.15833333,24597813.323833466,39926215.24583334,76551983.025,156305716.17083332,322014253.9622495,526361754.234209,1235753697.4500017
2023-10-31,5028,5028,158589989.6080343,10916749.723,17193444.2025,21897194.693999786,33988129.9976242,66495401.445249945,154447248.69037455,332090611.4850001,558490454.776399,1545683189.9609933,5023,154695252.295214,12158713.211126592,18877910.60811663,24691653.16,39690439.237999596,75418464.9590004,156615050.57483268,329032464.4233672,517842962.47858363,1334385678.2863326
2023-11-30,5051,5051,173927312.40657395,11626793.375,18675197.757248685,23881069.907499693,39595908.49975586,80663643.36499938,180814984.3,387849123.70147705,620521008.205999,1389708614.0837479,5048,158969748.06035832,12389568.847833334,19126009.716816694,24530974.668016154,39659510.85279153,76285295.03450024,164623651.34166667,343512023.8989161,541876271.0823472,1317826194.2323709
2023-12-29,5065,5065,149366956.9932316,11478524.913999999,18038238.78,23487267.72,37262917.1,70630417.0,154211330.35,318436863.43179935,530418473.9359964,1206854199.5912843,5063,161715727.43962932,12490853.372906774,19980189.367333326,25703573.241533387,41939300.088832475,79723226.73333333,167175946.18333334,342147388.6866667,553629513.7616664,1352522754.141134
2024-01-31,5073,5073,140590459.75856304,11370837.838,19459809.490000002,25404690.028100282,38699807.0,68961526.90099946,139890682.4,295800741.74669933,482749426.9442084,1185935273.8306017,5071,153010509.4488329,12600516.051666666,21239329.228916742,27429547.982332867,43625269.691083275,80734772.7,160215244.59074986,313516861.85,516296663.5013336,1206876359.1809962
2024-02-29,5079,5079,177156409.2785798,13897701.666000001,27078776.589100007,34640972.09320007,51657163.41000013,86976068.8,173642133.725,362562180.30439574,574775289.7776536,1449351748.5100007,5076,155685038.44538873,13324918.1375,23278353.045874882,29800209.34299952,46187016.68449987,81371785.04491857,162094492.63925016,319604572.0824992,509027168.01666665,1250868634.5814505
2024-03-29,5088,5088,196844827.64060786,11336299.654504929,20155178.105,26574976.669349518,44764334.284499936,89569960.79524994,195295002.65,402133642.44889176,671391981.2996862,1796961889.3819294,5086,173061470.88080937,13356730.463341407,24316093.442208346,31094328.4848334,48942449.626000084,87578915.78691661,174254342.146875,357879239.2583333,575955465.7670842,1397109667.188282
2024-04-30,5097,5097,178027675.14052463,10210869.64,21245638.67,28757033.965800095,45804558.07000122,84251430.38199997,176759076.75350037,376127096.0148047,600510874.2943934,1674111999.374492,5095,184734993.94666034,12521498.494583363,24893996.600783363,32809864.429599814,51209361.97250087,92600516.52466533,190380970.08008337,381222965.0055331,618309148.98945,1533171468.969875
2024-05-31,5099,5099,164873568.18369922,7354446.772610344,17435257.580000002,23163707.58139984,39718807.796999834,78345206.6,168569794.3972473,363373039.62840086,571878506.595239,1443574440.4698672,5099,180025208.72741354,10842078.137,22016279.124333464,29991099.96693334,48478189.76391665,91309909.26666667,183625856.3,375270886.73583263,594905764.0724822,1517976134.274388
2024-06-28,5088,5088,140718773.73902223,7415680.70610508,14415595.287649995,18642125.160499953,29982550.37512531,61264653.313998416,137601597.49700087,307538069.57766014,504929826.48459834,1356702199.979243,5086,162092994.54685998,10233850.9575,20682320.975,26811363.06716741,43428108.66812487,78846794.0,164943708.7473343,338408242.14166665,548765166.1187468,1413666819.6244597
2024-07-31,5079,5079,128218305.10248278,5448600.98552023,10391231.073600005,14184151.53199829,24559305.976250075,52687873.3,120825460.23400003,265632577.79919913,452933865.8793456,1417048850.3336325,5077,142084270.08671498,7944559.23,15257846.007666722,20705186.968966167,33880002.21666667,65985323.333333336,141770822.11849976,293433459.3643346,493111597.67023176,1376781513.4421937
2024-08-30,5073,5073,113189012.67724113,5312861.39758081,10529956.042899933,14514418.976799317,24772858.05,51327994.8,112553438.13999633,240285441.3298005,390267389.8264009,1060403533.7299997,5072,126170687.03199364,6576497.715868342,12554336.787500001,17065693.503050942,27923360.396623865,58526750.54933268,124617301.65683238,260529915.79500002,428399935.32018524,1267945672.0713327
2024-09-30,5080,5080,156112250.2048828,8097801.4295,14441613.937249908,19731675.40939987,33786504.4875,69472952.95,152440066.34750137,323764209.43869996,548331955.1817794,1512520360.8250003,5079,132811182.35993527,6843100.445,12898221.716750182,17888186.287466634,30462913.675,61249267.2,132217011.8326655,271423363.8566666,456760227.2921686,1268191473.1553361
2024-10-31,5084,5084,387359959.7668315,20911312.5515,35399632.52389936,48636546.92,82936690.3341237,167025530.61575165,369294358.555126,801822269.2352855,1312913219.4005458,3766265528.8910027,5082,210797200.10015112,11895062.783333335,20790006.2275,28084492.095099337,48054550.69583333,96936251.76391703,206161657.533292,442092769.1983338,719792291.9229385,2019196084.571361
2024-11-29,5092,5092,373793647.8636162,21158047.191300105,35696697.615,47612782.155999966,84303461.8348751,168417603.15925065,360667340.7375,779934937.4750053,1264367130.4099998,3731391271.3825088,5089,301973904.6316241,17806811.99430645,30319933.79733327,40989246.015400186,70605168.56666666,138199939.81083247,295671028.0311615,619536737.624134,1030826307.856262,2887708639.595146
2024-12-31,5094,5094,307270999.31047785,16817151.1995,30369254.879824582,42699696.43660034,74797303.5550003,150451450.525,314636566.18537676,643432414.8299999,1041653284.3636448,2875426736.878818,5092,350661083.0607466,20391416.010666665,37483525.83763335,50058955.11333334,86999301.43504162,168233369.685834,348925388.47233325,728687173.0294652,1170617255.2708328,3259292093.4948373
2025-01-27,5102,5102,233959350.27955222,10542863.5995,19799979.219724942,26487398.00730015,46680058.22950077,97264708.30399856,222138490.16799927,496254901.82404965,852779395.1175001,2362581403.8609285,5100,308036012.8789102,18088952.254666667,32018932.84457501,44565908.63000001,77424798.95529158,151177419.89999998,310120085.01204175,639776911.9983338,1035196328.6519523,2883212882.6997275
2025-02-28,5105,5105,340517023.38964975,15222212.639420014,25012891.394801024,33923180.787599795,60344645.0605011,131703205.8,322502287.57199705,747579351.9298989,1286578694.758502,3607942633.0440006,5102,299648641.2569955,15824692.275833333,28927264.726441085,39209750.710949905,68544405.16883291,139829878.5706665,295103813.0964167,633680020.9110999,1067312677.7915497,2759571726.8890004
2025-03-31,5112,5112,288902070.88670224,16905071.78703038,30024880.332951125,39952303.022300035,69654267.4375,141407425.45149994,300388012.38612515,639606352.7506312,1013998336.7474995,2517669418.7062764,5109,290136502.81135225,15570090.627333334,28026164.34703298,37942098.061066136,64967609.46033224,131918703.2,294372107.55,624464922.9712,1086861453.325169,2662191744.9595056
2025-04-30,5119,5119,234997890.2935565,15386438.529000001,27064423.30449993,35278090.35,60995274.375,118037716.29000092,247739778.8534912,503702854.5127,808018526.1686509,1933815676.0157518,5119,289369735.72769564,17423476.603333335,31542874.221616413,42033438.24666667,72970056.26791674,141518673.13333333,300048547.08625007,616152435.5319976,1019104971.4540825,2575699797.196776
2025-05-30,5123,5123,229773891.1885492,17719594.85618045,28658833.270000003,37854027.45,62723410.42649917,117646605.3,256090882.24499702,497736247.51719975,784660381.77,1714816783.2480876,5121,251056842.33262295,19306276.46,31850026.435333252,42647589.101500064,72028776.03650054,135361927.56666666,271677371.7613302,541066160.0081583,842389830.9166666,1929317961.2966678
2025-06-30,5121,5121,254024592.16306135,18604780.03,30245283.753500365,38613831.298500255,64811644.66050033,130161979.79100189,274861445.8119995,560160320.5310059,872445309.3674988,2069941725.6100013,5118,239862623.3937812,20103461.107669875,32579220.76640844,42503820.44435013,70645277.9375,132004323.06666666,263901780.18333334,509758200.2478837,803184515.9635228,1657404830.3283904
2025-07-31,5126,5126,318615552.04574966,23251457.201749995,37641123.809625246,49846419.31599989,83232188.9423748,159935223.7250015,340563170.99786985,692517580.4749999,1098598234.5702562,2448674097.5616364,5126,268226021.55375913,23478374.96666667,36370876.86820835,48056759.699333444,79001572.0731669,147976483.5394165,295995872.7618337,564749178.060581,887358214.8273768,1880909121.3702016
2025-08-29,5135,5135,448634202.0996736,33977229.688999996,50748524.78629974,64634516.5,107521379.77800293,208853760.8,457384593.64175034,999506433.2435983,1565786783.9394011,3909999631.9049864,5133,343503010.0460973,28159747.85,43690768.715666585,57642936.81080017,94714136.775,177677516.43749973,369022558.8333333,736236193.4730933,1143196714.033899,2634658818.3652453
2025-09-30,5142,5142,455681358.3359831,24160131.518550124,37423158.18,49526061.36554959,82952324.23937531,173455720.6677429,407009639.68699914,984056274.010002,1619528451.1774998,4790905020.681209,5140,417653839.51888394,29392818.845625002,47596298.58879162,62839348.97754966,102557093.15416667,191723547.77824908,414528425.15433097,904251585.7844999,1392850638.1683917,3652221262.516635
2025-10-31,5145,5145,415373872.41670066,22963669.408,35028349.09499969,45161970.67699982,77697528.9,156578056.0504982,372969587.3255005,883955031.8862001,1465333552.338199,4452517783.565426,5143,442402650.0282398,29765850.549863607,47520448.88631653,62164331.683200076,100459701.83141479,192157399.85,420612599.7519165,967659760.5698692,1497082686.7204187,4013798798.728024
2025-11-28,5148,5148,366469998.28667414,25172283.334704794,37364907.98397489,47789945.36680038,78686451.45337458,157091639.87925017,345785831.2875,781660938.6150501,1337883418.5905719,3415834031.371659,5147,418758109.53053164,28443290.7659262,43204016.75976609,56167608.83153287,92243698.84583282,177942169.68333334,385308897.29999995,883408262.7374012,1470783198.9276657,4031931683.8000603
2025-12-31,5152,5152,362288755.6935022,17937032.557,27572197.374100257,36740997.035000004,63730065.607875824,135468950.8295002,330284864.2875,791103853.8714098,1359696417.6474998,3885696366.7148,5152,377061549.2128187,24850609.55466667,36352917.481841855,48747117.713233285,83241385.26666667,161478982.32616678,354842689.64449984,810228733.1579528,1291954966.7534277,3668084313.9684176
2026-01-30,5161,5161,580998428.2777121,28878852.1,46852444.95,61507165.458999634,108801142.4,225110401.91949767,544741429.7194977,1294101225.5874877,2210487615.49751,5563801720.263208,5160,434098816.8400887,26603233.643081665,39859069.39484986,52971436.24043289,91501964.6334137,182471835.03658295,421933196.8637502,979684921.6492014,1554319106.8083339,3958981132.460099
2026-02-27,5165,5165,485530252.33569163,26639305.65295996,41916924.080000006,52929361.50060013,90700519.87200013,184334512.5034973,442846504.32600707,1075024202.2659986,1886999160.1951003,4575469828.832531,5164,450319913.65464634,26106814.98966339,39764373.435933314,52680326.40666667,92620432.7159996,184359081.90416664,431761857.2597919,993458711.1416487,1632169731.3757913,3984171633.934268
2026-03-31,5175,5175,431174865.7371305,23396151.26842991,35401131.85815079,46172997.53639892,74646775.066251,155440762.6,404127180.04875183,1010902470.7457058,1633311454.556298,4212170872.9610095,5170,487877364.7402971,29357170.70538789,44515619.39242484,56562201.343100585,99819071.31349978,194933231.24825045,460688838.70712864,1112159210.2790494,1820879732.0480263,4253578087.423538
2026-04-30,5180,5180,452443436.7514079,22130799.623490054,34512983.46772501,44135221.036499485,73451178.48438185,155239220.97424775,386360293.00924605,1017632536.2066001,1734750277.5182803,4996234885.4882,5178,452881470.6607455,26068829.57163827,40592547.74,51930116.12199954,86608805.52475053,173643923.47783256,417598771.5107502,999042258.1750002,1760708229.4688387,4466576938.050892
2026-05-29,5184,5184,597451621.1180158,25532806.556500003,40231637.52632507,50142207.92995047,86073352.96224993,190228083.975,521165570.4816338,1362090569.774351,2304909379.157274,6283937148.074111,5183,493212633.2931838,26311525.442333333,40629979.304083325,50932932.53333333,86173879.5797488,177216594.45,444072355.57299703,1090420176.9500003,1870601077.6278615,4782508943.983312
2026-06-30,5175,5175,598804588.2373673,20457283.575000003,30068764.54629974,38038842.337099835,66456286.10399866,152828654.45350036,462881240.5072495,1347196692.560001,2368812067.4400005,7346858464.259969,5174,549089324.0363731,25871653.9400701,38255688.752500005,47453098.80906586,81763096.34979159,174482469.61158422,469868543.5355418,1250496273.9675488,2083115315.4872544,5803079867.184769
2026-07-31,5188,5188,489729239.47006917,17350656.4344917,27010909.51875,33906717.57899979,60090915.9,136826778.2015007,371384255.292366,999674125.975,1889367142.202167,6047104630.624377,5185,568617482.8731887,23169638.194000002,33807999.30840169,42508052.298266806,74741880.68333334,168569123.2911677,462134929.21666664,1259588232.5921352,2158827317.8146706,6579745513.594819
2026-08-31,5193,5193,426042914.6491068,16778563.348759886,25612738.74640381,34367498.145,59504265.78999786,132222662.65,343959509.8595001,893435684.5804005,1625103294.9710028,5144796402.226112,5192,506835287.62266093,20178962.765666667,30050023.514166668,38008007.17411662,68155680.40416667,149320440.18016562,398480600.274542,1077554495.0630856,1970848643.295327,6484850439.058925
2026-09-03,5193,5193,409067507.3600712,16739792.421760254,25995722.10699982,34397002.66640007,60618903.55,134701043.45,338107368.1,867634747.4117017,1582358999.9869947,4783341857.32278,5193,498700518.76565677,19812632.882,29851119.391133223,38021938.18083331,67896601.88333334,149643646.0898346,395136591.2556664,1060643305.7006336,1942491446.3472989,6290632602.4733305
