analysis_date,window,factor_order,factor_name,factor_universe_n,factor_nonmissing_n,common_sample_n,control_complete_coverage,industry_size_rank,full_control_rank,full_control_count,ind_size_max_abs_industry_mean,ind_size_max_abs_control_corr,full_max_abs_industry_mean,full_max_abs_control_corr
2015-08-31,60,1,residual_degree_percentile,1645,1645,1496,0.9094224924012158,1,5,5,5.258951169277057e-17,3.9631306802385774e-17,5.551115123125783e-17,1.7011882133234444e-16
2015-08-31,60,2,delta_degree_percentile,1645,1645,1496,0.9094224924012158,1,5,5,9.992007221626409e-17,1.9423905823755566e-16,9.992007221626409e-17,4.4105982029381405e-16
2015-08-31,60,3,cross_industry_degree_percentile,1645,1645,1496,0.9094224924012158,1,5,5,9.089951014118469e-17,4.8456299821937444e-17,9.575673587391976e-17,1.3499272613215678e-16
2015-08-31,60,4,cross_industry_degree_ratio,1645,1463,1330,0.9094224924012158,1,5,5,9.948751779108545e-17,2.253839506946694e-17,1.0020844183304985e-16,8.36195814597823e-17
2015-08-31,60,5,delta_residual_degree_percentile_1m,1645,1455,1370,0.9094224924012158,1,5,5,1.0092936587501423e-17,1.6794431741908578e-17,1.1564823173178714e-17,1.5369028655763893e-16
2015-08-31,60,6,delta_cross_industry_degree_percentile_1m,1645,1455,1370,0.9094224924012158,1,5,5,8.600319204842761e-18,7.736057089328924e-18,9.25185853854297e-18,7.979000617754238e-17
2015-08-31,60,7,neighbor_jaccard_1m,1645,1394,1314,0.9094224924012158,1,5,5,4.5231308410654523e-17,1.579749197607841e-17,3.579008434646886e-17,2.382732129298128e-16
2015-08-31,60,8,neighbor_retention_1m,1645,1269,1196,0.9094224924012158,1,5,5,1.3415194880887307e-16,1.339419292900711e-16,1.3877787807814457e-16,1.552950275601029e-16
2015-08-31,60,9,outside_community_degree_percentile,1645,1645,1496,0.9094224924012158,1,5,5,8.665155314147564e-17,1.1152773043947843e-16,8.732851840039341e-17,2.2476044641077404e-16
2015-08-31,120,1,residual_degree_percentile,1506,1506,1482,0.9840637450199203,1,5,5,4.920306586406944e-17,1.8061779014506387e-16,4.7801269115805354e-17,1.3907617476423551e-16
2015-08-31,120,2,delta_degree_percentile,1506,1506,1482,0.9840637450199203,1,5,5,3.489272363107635e-17,1.1278740904991839e-16,3.013462495411139e-17,1.1192995336213098e-16
2015-08-31,120,3,cross_industry_degree_percentile,1506,1506,1482,0.9840637450199203,1,5,5,8.022501993010549e-17,2.1131561906228748e-16,8.630843376366799e-17,1.209396732010661e-16
2015-08-31,120,4,cross_industry_degree_ratio,1506,1193,1173,0.9840637450199203,1,5,5,9.264032036620001e-17,2.5199408895875545e-17,9.446634507775455e-17,3.4069786868758735e-17
2015-08-31,120,5,delta_residual_degree_percentile_1m,1506,1437,1437,0.9840637450199203,1,5,5,5.337610695313253e-18,5.004348870312623e-18,4.747664250041788e-18,1.1269603331992202e-16
2015-08-31,120,6,delta_cross_industry_degree_percentile_1m,1506,1437,1437,0.9840637450199203,1,5,5,8.673617379884035e-18,3.26917045076895e-17,9.637352644315595e-18,5.938317753632984e-17
2015-08-31,120,7,neighbor_jaccard_1m,1506,1263,1263,0.9840637450199203,1,5,5,5.978123978750843e-17,1.0109922474454626e-17,5.657867337032047e-17,8.068225413819331e-17
2015-08-31,120,8,neighbor_retention_1m,1506,1194,1194,0.9840637450199203,1,5,5,6.405132834375903e-17,2.4033943161951814e-17,6.298380620469638e-17,1.0142819322015712e-16
2015-08-31,120,9,outside_community_degree_percentile,1506,1506,1482,0.9840637450199203,1,5,5,8.136566002389846e-17,3.738008537169334e-16,7.908437983631252e-17,2.7458276497139177e-16
2015-09-30,60,1,residual_degree_percentile,1769,1769,1628,0.9202939513849633,1,5,5,5.815453938512725e-17,1.3656466751622797e-16,5.74936923466599e-17,2.8198168446217854e-16
2015-09-30,60,2,delta_degree_percentile,1769,1769,1628,0.9202939513849633,1,5,5,3.3306690738754695e-17,7.485559623418436e-17,2.1769078914218755e-17,3.914232069069982e-16
2015-09-30,60,3,cross_industry_degree_percentile,1769,1769,1628,0.9202939513849633,1,5,5,6.013708050052931e-17,9.228413780316381e-17,6.410216273133344e-17,1.9468426591845703e-16
2015-09-30,60,4,cross_industry_degree_ratio,1769,1529,1403,0.9202939513849633,1,5,5,1.1102230246251565e-16,1.4424950052241307e-17,1.1102230246251565e-16,2.6782042558284187e-17
2015-09-30,60,5,delta_residual_degree_percentile_1m,1769,1570,1461,0.9202939513849633,1,5,5,7.623010204292449e-18,6.2178291699267086e-18,6.7286243916676156e-18,1.011081917307204e-16
2015-09-30,60,6,delta_cross_industry_degree_percentile_1m,1769,1570,1461,0.9202939513849633,1,5,5,1.6653345369377347e-17,1.4228115895940588e-17,1.3877787807814457e-17,2.3650321090954185e-17
2015-09-30,60,7,neighbor_jaccard_1m,1769,1478,1374,0.9202939513849633,1,5,5,8.128418573148467e-17,1.177165977478015e-16,7.930164461608261e-17,1.499530758585344e-15
2015-09-30,60,8,neighbor_retention_1m,1769,1385,1287,0.9202939513849633,1,5,5,1.060659496740105e-16,9.308325434360699e-17,8.82230796353919e-17,4.557355791701756e-16
2015-09-30,60,9,outside_community_degree_percentile,1769,1769,1628,0.9202939513849633,1,5,5,1.0917193075480705e-16,1.1073021318987015e-16,1.0547118733938987e-16,2.620692639417191e-16
2015-09-30,120,1,residual_degree_percentile,1562,1562,1537,0.9839948783610756,1,5,5,5.15460690004537e-17,2.717133069443884e-16,5.415722071342227e-17,2.376288449001415e-16
2015-09-30,120,2,delta_degree_percentile,1562,1562,1537,0.9839948783610756,1,5,5,2.878355989768924e-17,2.382562739008861e-16,2.3418766925686896e-17,4.781640713485168e-16
2015-09-30,120,3,cross_industry_degree_percentile,1562,1562,1537,0.9839948783610756,1,5,5,1.12050286744576e-16,2.2162465400851582e-16,1.1307827102663632e-16,1.5799122972588326e-16
2015-09-30,120,4,cross_industry_degree_ratio,1562,1161,1140,0.9839948783610756,1,5,5,8.896653255366768e-17,1.6674187491930054e-17,8.698399143826562e-17,8.62115794666611e-17
2015-09-30,120,5,delta_residual_degree_percentile_1m,1562,1455,1455,0.9839948783610756,1,5,5,7.569702440626067e-18,6.796976574752208e-18,8.200510977344907e-18,4.815085089442554e-17
2015-09-30,120,6,delta_cross_industry_degree_percentile_1m,1562,1455,1455,0.9839948783610756,1,5,5,7.304098846218135e-18,6.520549887924595e-17,5.843279076974508e-18,9.673022579490315e-17
2015-09-30,120,7,neighbor_jaccard_1m,1562,1214,1214,0.9839948783610756,1,5,5,9.830099697201906e-17,2.855556329117629e-17,1.004212145537685e-16,1.0344674343506023e-16
2015-09-30,120,8,neighbor_retention_1m,1562,1148,1148,0.9839948783610756,1,5,5,7.472654973438554e-17,1.2261901791544012e-16,8.113168256876143e-17,6.47455021636344e-17
2015-09-30,120,9,outside_community_degree_percentile,1562,1562,1537,0.9839948783610756,1,5,5,9.615324409700017e-17,3.243044504249686e-16,9.813578521240223e-17,2.688315225006517e-16
2015-10-30,60,1,residual_degree_percentile,1962,1962,1856,0.9459734964322121,1,5,5,6.033820786006285e-17,2.39588155333931e-16,6.245004513516506e-17,1.2549081403273203e-16
2015-10-30,60,2,delta_degree_percentile,1962,1962,1856,0.9459734964322121,1,5,5,2.2928518986823885e-17,4.867754098860603e-16,2.4462541220554296e-17,2.9803172607252367e-16
2015-10-30,60,3,cross_industry_degree_percentile,1962,1962,1856,0.9459734964322121,1,5,5,6.392193172084235e-17,7.848812548166124e-17,5.4189457154323115e-17,1.5370443303941293e-16
2015-10-30,60,4,cross_industry_degree_ratio,1962,1761,1661,0.9459734964322121,1,5,5,1.112485707419909e-16,3.430311748755895e-17,1.1177653006076645e-16,3.855164467157044e-17
2015-10-30,60,5,delta_residual_degree_percentile_1m,1962,1680,1580,0.9459734964322121,1,5,5,1.081997015524517e-17,8.972220877274222e-18,1.3206281946146016e-17,1.236442588570431e-16
2015-10-30,60,6,delta_cross_industry_degree_percentile_1m,1962,1680,1580,0.9459734964322121,1,5,5,1.1354553660939102e-17,3.943372137778102e-18,1.1303682004752099e-17,1.0682468292379516e-16
2015-10-30,60,7,neighbor_jaccard_1m,1962,1584,1488,0.9459734964322121,1,5,5,5.337610695313253e-17,1.9310458342359333e-16,5.124106267500723e-17,2.675786175570343e-16
2015-10-30,60,8,neighbor_retention_1m,1962,1446,1354,0.9459734964322121,1,5,5,9.533436841889932e-17,4.448622756248508e-17,9.895466089050308e-17,3.010889038128395e-16
2015-10-30,60,9,outside_community_degree_percentile,1962,1962,1856,0.9459734964322121,1,5,5,1.0429367807084804e-16,9.244290189772216e-17,9.842273195278937e-17,1.9797724190427312e-16
2015-10-30,120,1,residual_degree_percentile,1618,1618,1591,0.9833127317676144,1,5,5,4.5418214643756407e-17,1.2675942572131643e-16,4.4408920985006264e-17,2.6597791209189274e-16
2015-10-30,120,2,delta_degree_percentile,1618,1618,1591,0.9833127317676144,1,5,5,3.00060276925718e-17,2.2897907880199337e-16,2.850572630794321e-17,2.7318243236688854e-16
2015-10-30,120,3,cross_industry_degree_percentile,1618,1618,1591,0.9833127317676144,1,5,5,7.065055611250996e-17,1.7099727237222987e-16,8.326672684688674e-17,3.5146603928588223e-16
2015-10-30,120,4,cross_industry_degree_ratio,1618,1226,1200,0.9833127317676144,1,5,5,9.743363523403066e-17,5.434549301731499e-18,9.598803233738333e-17,6.333887425185549e-17
2015-10-30,120,5,delta_residual_degree_percentile_1m,1618,1499,1499,0.9833127317676144,1,5,5,4.163336342344337e-18,3.763500627321126e-17,4.005170378358216e-18,2.486975013665559e-17
2015-10-30,120,6,delta_cross_industry_degree_percentile_1m,1618,1499,1499,0.9833127317676144,1,5,5,3.163319279722413e-18,2.8124475916572565e-17,4.11193712824132e-18,1.0426774217096189e-17
2015-10-30,120,7,neighbor_jaccard_1m,1618,1202,1202,0.9833127317676144,1,5,5,9.880156394518651e-17,1.1111813658065202e-16,9.880156394518651e-17,1.871641887516521e-16
2015-10-30,120,8,neighbor_retention_1m,1618,1114,1114,0.9833127317676144,1,5,5,9.394194823751324e-17,2.555628180342406e-17,8.753681540313734e-17,1.6363323724326538e-16
2015-10-30,120,9,outside_community_degree_percentile,1618,1618,1591,0.9833127317676144,1,5,5,7.615859162825007e-17,6.572792148171457e-17,7.243528270420229e-17,1.9905471705527864e-16
2015-11-30,60,1,residual_degree_percentile,2037,2037,1979,0.9715267550319097,1,5,5,5.4443629092195174e-17,3.148183834858638e-17,5.764619550938313e-17,1.7498398390561372e-16
2015-11-30,60,2,delta_degree_percentile,2037,2037,1979,0.9715267550319097,1,5,5,2.9890619893754213e-17,1.131965049444057e-16,2.8823097754691566e-17,2.4809998350070904e-16
2015-11-30,60,3,cross_industry_degree_percentile,2037,2037,1979,0.9715267550319097,1,5,5,4.950994569274347e-17,2.125048845684555e-17,5.8511754000515e-17,2.21545800327975e-16
2015-11-30,60,4,cross_industry_degree_ratio,2037,1950,1892,0.9715267550319097,1,5,5,1.0901587530957862e-16,3.2615979769203056e-18,1.0780365890467917e-16,9.993520025394164e-17
2015-11-30,60,5,delta_residual_degree_percentile_1m,2037,1888,1835,0.9715267550319097,1,5,5,1.1234399653945037e-17,3.1859007626258305e-17,9.933574430856664e-18,1.856363148022632e-16
2015-11-30,60,6,delta_cross_industry_degree_percentile_1m,2037,1888,1835,0.9715267550319097,1,5,5,1.9308226515220113e-17,1.95569479922653e-17,2.413528314402514e-17,1.234670509703614e-16
2015-11-30,60,7,neighbor_jaccard_1m,2037,1852,1799,0.9715267550319097,1,5,5,2.460153293203472e-17,2.1541527198340206e-16,2.5652880493232782e-17,4.2555688720173906e-16
2015-11-30,60,8,neighbor_retention_1m,2037,1689,1637,0.9715267550319097,1,5,5,5.0464682937507114e-17,7.686125558378924e-18,4.5876984488642834e-17,1.0654780125491431e-16
2015-11-30,60,9,outside_community_degree_percentile,2037,2037,1979,0.9715267550319097,1,5,5,7.648920256865177e-17,2.0189121284037084e-16,7.647546898348817e-17,3.0268086615035293e-16
2015-11-30,120,1,residual_degree_percentile,1723,1723,1699,0.9860708067324434,1,5,5,5.74936923466599e-17,2.514715372716831e-16,6.046750401976298e-17,6.064275121223194e-16
2015-11-30,120,2,delta_degree_percentile,1723,1723,1699,0.9860708067324434,1,5,5,4.297637514678025e-17,4.3027428610509326e-16,4.342404572122588e-17,3.8439662450172065e-16
2015-11-30,120,3,cross_industry_degree_percentile,1723,1723,1699,0.9860708067324434,1,5,5,8.074349270001139e-17,2.6709602687319693e-16,7.778015957402986e-17,5.865532259318357e-16
2015-11-30,120,4,cross_industry_degree_ratio,1723,1364,1340,0.9860708067324434,1,5,5,1.1245089826626127e-16,8.992368268284636e-18,1.1020596200323245e-16,2.172703581754302e-16
2015-11-30,120,5,delta_residual_degree_percentile_1m,1723,1558,1558,0.9860708067324434,1,5,5,6.3441315692866086e-18,3.362740609311777e-18,5.077239441883338e-18,5.402079124604684e-17
2015-11-30,120,6,delta_cross_industry_degree_percentile_1m,1723,1558,1558,0.9860708067324434,1,5,5,8.326672684688674e-18,1.5440402740514417e-18,6.938893903907228e-18,5.123647671014768e-17
2015-11-30,120,7,neighbor_jaccard_1m,1723,1309,1309,0.9860708067324434,1,5,5,5.673566192018263e-17,1.3070716275037972e-16,6.094158993866348e-17,9.227264615545825e-16
2015-11-30,120,8,neighbor_retention_1m,1723,1175,1175,0.9860708067324434,1,5,5,8.673617379884035e-17,9.06469150737675e-17,8.012458621115517e-17,5.35966161182116e-16
2015-11-30,120,9,outside_community_degree_percentile,1723,1723,1699,0.9860708067324434,1,5,5,6.31215509968335e-17,5.07073812050922e-16,6.608470384673551e-17,6.933641594451782e-16
2015-12-31,60,1,residual_degree_percentile,2119,2119,2113,0.997168475696083,1,5,5,5.3474044764055705e-17,4.701676415912275e-17,5.398332138085624e-17,1.5363673171282781e-16
2015-12-31,60,2,delta_degree_percentile,2119,2119,2113,0.997168475696083,1,5,5,1.5293888604530216e-17,4.169947069997704e-17,1.5139404881252134e-17,2.3900310751933426e-16
2015-12-31,60,3,cross_industry_degree_percentile,2119,2119,2113,0.997168475696083,1,5,5,9.487360392251337e-17,1.9706624201847758e-16,9.335966343438817e-17,2.6375659393961676e-16
2015-12-31,60,4,cross_industry_degree_ratio,2119,2030,2024,0.997168475696083,1,5,5,1.410908427127803e-16,6.020907938597333e-17,1.424400720829845e-16,7.057909999685799e-17
2015-12-31,60,5,delta_residual_degree_percentile_1m,2119,1955,1951,0.997168475696083,1,5,5,1.696174065399545e-17,1.378635533732687e-17,1.5805258336677575e-17,1.5509142593893554e-16
2015-12-31,60,6,delta_cross_industry_degree_percentile_1m,2119,1955,1951,0.997168475696083,1,5,5,1.460819769243627e-17,3.0838545979689e-17,2.0451476769410777e-17,1.6707010870218638e-16
2015-12-31,60,7,neighbor_jaccard_1m,2119,1933,1929,0.997168475696083,1,5,5,2.629296562607984e-17,2.2416736861305046e-17,2.4898384008137703e-17,1.351320760099833e-16
2015-12-31,60,8,neighbor_retention_1m,2119,1870,1866,0.997168475696083,1,5,5,7.259150545626024e-17,3.6900068389619914e-17,6.405132834375903e-17,2.5483724027712883e-16
2015-12-31,60,9,outside_community_degree_percentile,2119,2119,2113,0.997168475696083,1,5,5,7.899663829063614e-17,9.417785635811617e-17,8.219920470782409e-17,1.419254035936283e-16
2015-12-31,120,1,residual_degree_percentile,1836,1836,1835,0.9994553376906318,1,5,5,5.0715151032969006e-17,3.538514125205069e-17,5.632749169054103e-17,8.472164624730196e-17
2015-12-31,120,2,delta_degree_percentile,1836,1836,1835,0.9994553376906318,1,5,5,4.625929269271486e-17,9.539744774538566e-17,6.129356281784719e-17,1.9313074182768887e-16
2015-12-31,120,3,cross_industry_degree_percentile,1836,1836,1835,0.9994553376906318,1,5,5,9.806970050855549e-17,1.6249768706572936e-16,9.806970050855549e-17,2.424941852498446e-16
2015-12-31,120,4,cross_industry_degree_ratio,1836,1356,1356,0.9994553376906318,1,5,5,8.764918615461762e-17,2.2226002206006176e-17,9.641410477007939e-17,4.438091592091257e-17
2015-12-31,120,5,delta_residual_degree_percentile_1m,1836,1666,1666,0.9994553376906318,1,5,5,6.797283824235652e-18,4.830570148499447e-17,6.126895681109574e-18,9.088990647811106e-17
2015-12-31,120,6,delta_cross_industry_degree_percentile_1m,1836,1666,1666,0.9994553376906318,1,5,5,7.93016446160826e-18,3.126256882983723e-17,7.269317423140906e-18,7.467331623593467e-17
2015-12-31,120,7,neighbor_jaccard_1m,1836,1409,1409,0.9994553376906318,1,5,5,1.0923162016473315e-16,8.249483602856694e-18,1.120295612550183e-16,9.647659805403729e-17
2015-12-31,120,8,neighbor_retention_1m,1836,1309,1309,0.9994553376906318,1,5,5,8.326672684688674e-17,8.190283768108041e-17,8.095376221225099e-17,6.64613556919396e-17
2015-12-31,120,9,outside_community_degree_percentile,1836,1836,1835,0.9994553376906318,1,5,5,1.0177044392397268e-16,6.116321273868994e-17,8.999535123855435e-17,3.11806462582828e-16
2016-01-29,60,1,residual_degree_percentile,2199,2199,2193,0.9972714870395635,1,5,5,7.401486830834377e-17,1.688221826687865e-16,6.198745220823791e-17,3.8338358322899576e-16
2016-01-29,60,2,delta_degree_percentile,2199,2199,2193,0.9972714870395635,1,5,5,1.466332296674735e-17,6.66789511365261e-18,2.6367796834847467e-17,5.4003241303768925e-16
2016-01-29,60,3,cross_industry_degree_percentile,2199,2199,2193,0.9972714870395635,1,5,5,8.485275973920839e-17,8.057889463457728e-17,7.533656238527848e-17,2.2162582396653502e-16
2016-01-29,60,4,cross_industry_degree_ratio,2199,2069,2063,0.9972714870395635,1,5,5,8.881784197001253e-17,6.390199700136562e-19,8.974302782386682e-17,6.860526232603274e-17
2016-01-29,60,5,delta_residual_degree_percentile_1m,2199,2037,2033,0.9972714870395635,1,5,5,8.28524645242654e-18,5.0673647459775633e-17,7.456721807183887e-18,7.201358086593602e-17
2016-01-29,60,6,delta_cross_industry_degree_percentile_1m,2199,2037,2033,0.9972714870395635,1,5,5,1.3018101837418871e-17,2.6164902509719865e-17,1.4491849215239876e-17,4.455650604800815e-17
2016-01-29,60,7,neighbor_jaccard_1m,2199,2008,2004,0.9972714870395635,1,5,5,5.2987917084382473e-17,8.352956186677795e-17,5.719330732917473e-17,1.9533174746922912e-16
2016-01-29,60,8,neighbor_retention_1m,2199,1949,1945,0.9972714870395635,1,5,5,4.8138576458356397e-17,2.2339556490524432e-17,4.85722573273506e-17,1.4549324679475892e-16
2016-01-29,60,9,outside_community_degree_percentile,2199,2199,2193,0.9972714870395635,1,5,5,6.846375318521799e-17,9.61414039174141e-17,9.251858538542972e-17,1.6329012923617888e-16
2016-01-29,120,1,residual_degree_percentile,1972,1972,1971,0.9994929006085193,1,5,5,4.2211604582102304e-17,5.691585972955905e-17,3.949831914531807e-17,1.3343493588948155e-15
2016-01-29,120,2,delta_degree_percentile,1972,1972,1971,0.9994929006085193,1,5,5,3.14563190310461e-17,3.076209690557127e-17,2.2353151076158286e-17,3.2764649021340857e-16
2016-01-29,120,3,cross_industry_degree_percentile,1972,1972,1971,0.9994929006085193,1,5,5,6.791257863398564e-17,4.7897011496265927e-17,8.267618268485208e-17,1.052136255469617e-15
2016-01-29,120,4,cross_industry_degree_ratio,1972,1632,1632,0.9994929006085193,1,5,5,1.2721305490496585e-16,1.683137788876792e-17,1.2886517250113425e-16,9.49610781488656e-17
2016-01-29,120,5,delta_residual_degree_percentile_1m,1972,1794,1794,0.9994929006085193,1,5,5,7.401486830834377e-18,0.0,9.974659986866641e-18,3.036304757845247e-16
2016-01-29,120,6,delta_cross_industry_degree_percentile_1m,1972,1794,1794,0.9994929006085193,1,5,5,8.083073217849378e-18,1.2632762471485624e-17,9.38327698369273e-18,3.1313849643473453e-16
2016-01-29,120,7,neighbor_jaccard_1m,1972,1568,1568,0.9994929006085193,1,5,5,5.995204332975846e-17,2.09212844424636e-17,6.217248937900877e-17,6.382008461905167e-17
2016-01-29,120,8,neighbor_retention_1m,1972,1333,1333,0.9994929006085193,1,5,5,8.074349270001139e-17,2.832770104370882e-17,8.57899609937621e-17,1.575983143658678e-16
2016-01-29,120,9,outside_community_degree_percentile,1972,1972,1971,0.9994929006085193,1,5,5,9.62193288008469e-17,7.631058770355775e-17,1.0547118733938987e-16,1.3291563978014562e-15
2016-01-29,252,1,residual_degree_percentile,1487,1487,1487,1.0,1,5,5,6.281525007747596e-17,1.2761947614569078e-16,5.258951169277057e-17,2.444842702738927e-16
2016-01-29,252,2,delta_degree_percentile,1487,1487,1487,1.0,1,5,5,1.9428902930940238e-17,2.5774038030001727e-16,1.4538634846281813e-17,1.8333736928694897e-16
2016-01-29,252,3,cross_industry_degree_percentile,1487,1487,1487,1.0,1,5,5,9.032322912204664e-17,1.2277832734505495e-16,9.690929791219587e-17,1.8031343099551755e-16
2016-01-29,252,4,cross_industry_degree_ratio,1487,906,906,1.0,1,5,5,8.486801005548071e-17,3.5393294737489036e-17,8.753681540313734e-17,3.919787944101567e-17
2016-01-29,252,5,delta_residual_degree_percentile_1m,1487,0,0,1.0,0,0,5,,,,
2016-01-29,252,6,delta_cross_industry_degree_percentile_1m,1487,0,0,1.0,0,0,5,,,,
2016-01-29,252,7,neighbor_jaccard_1m,1487,0,0,1.0,0,0,5,,,,
2016-01-29,252,8,neighbor_retention_1m,1487,0,0,1.0,0,0,5,,,,
2016-01-29,252,9,outside_community_degree_percentile,1487,1487,1487,1.0,1,5,5,4.8315261256835515e-17,2.0017063558857365e-16,6.013708050052931e-17,1.914770718770719e-16
2016-02-29,60,1,residual_degree_percentile,2241,2241,2239,0.9991075412762159,1,5,5,6.367455582408986e-17,9.962349849323915e-17,5.877651306839064e-17,3.087565640800878e-16
2016-02-29,60,2,delta_degree_percentile,2241,2241,2239,0.9991075412762159,1,5,5,2.1350442781253012e-17,1.4427032880897927e-16,1.959217102279688e-17,2.7417483397177463e-16
2016-02-29,60,3,cross_industry_degree_percentile,2241,2241,2239,0.9991075412762159,1,5,5,1.035496474890771e-16,8.32596850647005e-18,1.014146032109518e-16,3.89145066960102e-16
