year,window,industry_level,analysis_month_count,exact_same_pair_share,same_mean_corr,cross_mean_corr,same_cross_gap,same_mean_abs_corr,cross_mean_abs_corr,top5_same_enrichment,top1_same_enrichment,top1_abs_same_enrichment,max_daily_industry_change_count
2017,60,industry_id1,12,0.049728128270066264,0.32559146396513455,0.2871674753069608,0.03842398865817372,0.33204900623808603,0.2985498529350809,1.686381340404796,2.337324558746498,2.337324558746498,130
2017,60,industry_id2,12,0.0187263298066472,0.3406679043720555,0.28810513324201836,0.052562771130037135,0.34685830835652487,0.2993354317374195,2.054667300703554,3.11963733003655,3.11963733003655,177
2017,120,industry_id1,12,0.04943168663601464,0.32187962990618607,0.2838968599583282,0.03798276994785786,0.32380126451927216,0.28829889297011385,1.8473939973841682,2.6410709933174017,2.6410709933174017,130
2017,120,industry_id2,12,0.018581109728733246,0.3327292017005162,0.2849233754083977,0.04780582629211847,0.33408963286025767,0.28925569083378655,2.0849293337521377,3.694804487609028,3.694804487609028,177
2017,252,industry_id1,12,0.049097963025274804,0.35785736002258806,0.3198734339664186,0.037983926056169445,0.35822587498071945,0.32107887475592795,2.11771289452567,3.300247403173545,3.300247403173545,130
2017,252,industry_id2,12,0.0182280960755529,0.37099950596052406,0.3208828185556422,0.05011668740488188,0.37126712972478587,0.32206259805219467,2.628382928635929,5.064601805712706,5.064601805712706,177
2018,60,industry_id1,12,0.05020992519905488,0.4349338986675017,0.39583747394452523,0.03909642472297646,0.43768658214406614,0.39954320824399675,1.7708765895751029,2.2744632972327596,2.2744632972327596,94
2018,60,industry_id2,12,0.01904826258569927,0.44589962934623234,0.39688327756612946,0.04901635178010292,0.44785576131286414,0.40057470911090626,2.18512471697477,3.1054219489045507,3.1054219489045507,122
2018,120,industry_id1,12,0.0501411689416888,0.40855370070769687,0.36508319179134174,0.043470508916355094,0.4089191699564633,0.3667348019191175,1.9100184235460151,2.5957255274498094,2.5957255274498094,94
2018,120,industry_id2,12,0.01898980052359747,0.421995713132598,0.3662434263601482,0.05575228677244969,0.4221235584424847,0.36785799570522487,2.5435643213911505,4.05739570221185,4.05739570221185,122
2018,252,industry_id1,12,0.0497374719859719,0.3773061800558277,0.32982331522987474,0.047482864825952965,0.37754961932889536,0.33095061711441454,2.1521037806189103,3.2950636287744026,3.2950636287744026,130
2018,252,industry_id2,12,0.018724445868804788,0.393121839702612,0.33106381160564774,0.062058028096964264,0.39324496941868964,0.3321648652361559,2.776623406741097,5.161634190762185,5.161634190762185,177
2019,60,industry_id1,12,0.05049244080870755,0.38787696429605495,0.350158573177945,0.03771839111810992,0.39016109635589147,0.35402479069168913,1.7742641583644987,2.4674323854347904,2.4674323854347904,125
2019,60,industry_id2,12,0.019304339180803695,0.39940047299861997,0.3511508037039441,0.048249669294675925,0.40167336204254106,0.35496552380692453,2.0978787617009704,3.368304886870615,3.368304886870615,169
2019,120,industry_id1,12,0.05046615615316507,0.40448870522104713,0.36989771560514995,0.03459098961589719,0.4048608091697281,0.3704659179434518,1.8659042040465001,2.4199716418776567,2.4199716418776567,125
2019,120,industry_id2,12,0.019296314593273207,0.4110392306936683,0.37089980401839323,0.040139426675275106,0.41139130395791107,0.3714618607331403,2.135893875116903,3.365013237664185,3.365013237664185,169
2019,252,industry_id1,12,0.05052378694358575,0.4193582146450505,0.3834057563009643,0.03595245834408622,0.4193588425301968,0.3834315616356287,2.0672444799089225,3.217732281135842,3.217732281135842,125
2019,252,industry_id2,12,0.019334400007557515,0.42746432531242795,0.384432822137123,0.043031503175304964,0.42746432531242795,0.3844578001857857,2.426861659383887,4.656085736631742,4.656085736631742,169
2020,60,industry_id1,12,0.05197663213077677,0.34628317073405923,0.2930750362908541,0.05320813444320519,0.35115610877589337,0.3025510046560502,2.0193687787771686,3.0048019772263146,3.0048019772263146,3
2020,60,industry_id2,12,0.0198933351039802,0.35962430397791295,0.2945656426238471,0.06505866135406584,0.3644067862415769,0.3038913786261983,2.51728292959049,4.103574537544525,4.103574537544525,3
2020,120,industry_id1,12,0.05159432058843241,0.3532837065385419,0.3002867056453541,0.052997000893187866,0.3543994646478854,0.3035393835155079,2.4366510292129706,3.6968031961280903,3.6968031961280903,3
2020,120,industry_id2,12,0.019769181109398352,0.36878889688491995,0.3016913488581115,0.06709754802680841,0.36991011974830473,0.3048756388876043,3.267465590184674,5.663756904449639,5.663756904449639,3
2020,252,industry_id1,12,0.0510161868411955,0.3655122644623681,0.3152529943089964,0.05025927015337173,0.3656231847582381,0.31560346378868914,2.549763029260241,4.146734534956802,4.146734534956802,125
2020,252,industry_id2,12,0.01949433481707478,0.3792138790303334,0.3166888264082619,0.06252505262207143,0.37932591325828646,0.317031124438027,3.1621224024978196,6.196921441602156,6.196921441602156,169
2021,60,industry_id1,12,0.0514125275043893,0.22473693458377794,0.14808963674035022,0.07664729784342772,0.2411510243471288,0.1801138114588643,2.5747349766546694,4.142018789163482,4.142018789163482,633
2021,60,industry_id2,12,0.01761704996469238,0.2467486593924322,0.150443089422956,0.09630556996947622,0.26187172319536056,0.1819313996481158,3.3974215661628477,6.599947854918181,6.599947854918181,1946
2021,120,industry_id1,12,0.05102544192586957,0.2218543035868202,0.15150512182076298,0.07034918176605724,0.2266987301301754,0.16474487180396005,2.930856475142589,4.511486192738301,4.511486192738301,633
2021,120,industry_id2,12,0.01753893562919977,0.23685142825607733,0.15369779150110408,0.08315363675497328,0.24139729991267808,0.16664737423484913,3.6255876624082526,6.841332435209149,6.841332435209149,1946
2021,252,industry_id1,12,0.050119259377682045,0.25255777947162056,0.18592499350944355,0.066632785962177,0.2533712705909143,0.18878027342471673,3.3439443939542013,5.652453280002349,5.652453280002349,633
2021,252,industry_id2,12,0.017310683227162463,0.27115640837850946,0.18792054681563672,0.08323586156287276,0.27167124323937314,0.1907078754451728,4.426698784057754,8.91350648691713,8.91350648691713,1946
2022,60,industry_id1,12,0.05133469648005809,0.38977968417494274,0.2835251533171416,0.10625453085780111,0.3927809068292274,0.2940953620000998,2.953748685400369,4.50665110450928,4.50665110450928,149
2022,60,industry_id2,12,0.01546245942662674,0.4099060784300632,0.2871532727398503,0.12275280569021287,0.41267999010738515,0.2974451290809682,3.812922634807697,7.007316681831591,7.007316681831591,212
2022,120,industry_id1,12,0.05083166564297207,0.3591277030215667,0.26089071863293783,0.09823698438862888,0.3600086293900264,0.2653536224870466,3.2701156020123925,5.003259258986776,5.003259258986776,149
2022,120,industry_id2,12,0.015371177081183957,0.38105370645453784,0.26407621942956366,0.11697748702497418,0.38181282662734123,0.268413089461406,4.3108919392277105,7.619329631454332,7.619329631454332,212
2022,252,industry_id1,12,0.049875286995255064,0.3057482609520293,0.2154565135540378,0.09029174739799149,0.3061187981142912,0.21742642242491564,3.8869686753798174,6.658635359268904,6.658635359268904,633
2022,252,industry_id2,12,0.015196825706131007,0.3316060614540384,0.2182715595514353,0.11333450190260318,0.33182943598602477,0.22018777612207366,5.242693069517766,11.062627764581784,11.062627764581784,1946
2023,60,industry_id1,12,0.05324249119804595,0.32951910656304234,0.19172120856737884,0.13779789799566347,0.3362364135852491,0.21538902831926834,3.6516808568518115,5.664057314432301,5.664057314432301,49
2023,60,industry_id2,12,0.015848509641267165,0.35692450737201925,0.1965404155501973,0.16038409182182195,0.3622445282713795,0.21959094565118853,4.6113769884608065,8.17565001359901,8.17565001359901,65
2023,120,industry_id1,12,0.052896691062258576,0.31639891388657043,0.18316056444650133,0.13323834944006913,0.318119076930009,0.1934700243568854,4.33217584982684,7.012539641560291,7.012539641560291,49
2023,120,industry_id2,12,0.01576274894671853,0.3454396514983422,0.18770109741546503,0.1577385540828772,0.34639304327502524,0.1976999626352137,5.635916020366377,10.124217889454833,10.124217889454833,65
2023,252,industry_id1,12,0.05212440817925281,0.32802577616710554,0.20452250250766468,0.12350327365944085,0.32818459010552825,0.2070783325204346,4.959208122467872,7.847539279155941,7.847539279155941,149
2023,252,industry_id2,12,0.015603878894685655,0.35002153567792815,0.20878034761507955,0.1412411880628486,0.35016494705849205,0.21124666085505073,6.042136005460693,11.099875157876744,11.099875157876744,212
2024,60,industry_id1,12,0.05437768741357261,0.5146606383632578,0.4352045122963369,0.07945612606692086,0.5168251727118149,0.4406516499930415,2.1698960921634387,3.041967975275042,3.041967975275042,68
2024,60,industry_id2,12,0.01620610565335012,0.536859613594424,0.4379600983469487,0.09889951524747527,0.5387878392517974,0.44328301897239397,2.7043322522859827,4.161435254130749,4.161435254130749,96
2024,120,industry_id1,12,0.054235730902244324,0.4987992625885451,0.4125120742129094,0.08628718837563569,0.49955275205063443,0.41508683089714826,2.61069054148113,3.7644644484999574,3.7644644484999574,68
2024,120,industry_id2,12,0.016177166999817357,0.5168866253128509,0.4155711616104358,0.10131546370241519,0.5174200296226892,0.4180784439938147,3.235287193065057,5.356233298750362,5.356233298750362,96
2024,252,industry_id1,12,0.053753157920614664,0.4490437650301036,0.35249394080524904,0.09654982422485454,0.4491594070661236,0.35402248562002986,3.190628113695238,4.375206870065996,4.375206870065996,68
2024,252,industry_id2,12,0.016043733666002945,0.4739091085851146,0.3558532553564331,0.11805585322868155,0.47404997506998886,0.3573266003207496,4.288265024424547,6.605908127413016,6.605908127413016,96
2025,60,industry_id1,12,0.05491427815409838,0.3562490186737688,0.27196960285014626,0.08427941582362251,0.3619120148059334,0.2870392729764309,2.492732982546736,3.6337965459709465,3.6337965459709465,16
2025,60,industry_id2,12,0.016495487207013753,0.3745766854259939,0.2749341446707452,0.09964254075524875,0.3795564935062399,0.2896498183201568,3.200416853470875,5.4288228955896685,5.4288228955896685,17
2025,120,industry_id1,12,0.054871168439915845,0.3856718882909432,0.30284391357969404,0.08282797471124916,0.386923168080018,0.3078121976355669,2.7322178693578487,3.9847632533420847,3.9847632533420847,16
2025,120,industry_id2,12,0.016495647125359253,0.40373555130144184,0.3057871780346826,0.09794837326675931,0.40479227686458463,0.31061369693977847,3.292351036711938,5.602970382900992,5.602970382900992,17
2025,252,industry_id1,12,0.054636360057912774,0.4333036603818559,0.3537809700531848,0.07952269032867117,0.4334610535930002,0.35432075488582426,3.1055160262816752,4.476268667537222,4.476268667537222,68
2025,252,industry_id2,12,0.01639918927666612,0.44535370660166484,0.35670311340857114,0.08865059319309378,0.4454685155664504,0.35722878495859284,3.5411325355825594,5.612128915814787,5.612128915814787,96
2026,60,industry_id1,9,0.05556041307881992,0.33835190960260636,0.23293474785150614,0.10541716175110022,0.3454473822056775,0.25523482142380854,2.781842708696219,3.960338358113064,3.960338358113064,60
2026,60,industry_id2,9,0.016716855124372293,0.363975870158505,0.23678604729617225,0.12718982286233282,0.3702759197709846,0.25848380013815014,3.356612764816325,5.68227462047695,5.68227462047695,67
2026,120,industry_id1,9,0.055500316627531604,0.31735195069066996,0.2192876226600137,0.09806432803065629,0.3192787764175036,0.22801061065377257,3.248329667199767,4.657601641538148,4.657601641538148,60
2026,120,industry_id2,9,0.01669360046474289,0.3425462626183556,0.22276029060976502,0.11978597200859059,0.34414636483921995,0.23121766570226424,4.122332965248137,6.995794893199849,6.995794893199849,67
2026,252,industry_id1,9,0.05533119427123515,0.30044278938157787,0.20860395049078123,0.09183883889079661,0.3008935775633982,0.21250005498501112,3.4955446141069166,5.219493933518832,5.219493933518832,60
2026,252,industry_id2,9,0.016626084777510382,0.3216215088569785,0.2118456882368334,0.10977582062014507,0.3219584813055207,0.2156088557438159,4.497036400158699,8.452811813776236,8.452811813776236,67
