window,density_fraction,network_id,giant_component_share_mean,giant_component_share_median,isolated_node_share_mean,isolated_node_share_median,degree_gini_mean,degree_gini_median,strength_gini_mean,strength_gini_median,top1pct_degree_share_mean,top1pct_degree_share_median,top5pct_degree_share_mean,top5pct_degree_share_median,top1pct_strength_share_mean,top1pct_strength_share_median,top5pct_strength_share_mean,top5pct_strength_share_median,same_industry_edge_share_mean,same_industry_edge_share_median,industry_enrichment_mean,industry_enrichment_median
120,0.005,B0_RAW_POSITIVE,0.5355754575624357,0.4935418082936778,0.4361957602861451,0.47503201024327785,0.828150557037892,0.8422819298614166,0.8293706739238668,0.8424118903941147,0.16227343664796048,0.17079730014764818,0.5051915492473792,0.5211232268648075,0.16443907530853433,0.1726584712080082,0.5079436574580092,0.5230381415847927,0.24692348857652047,0.22500254039223655,4.758514720805513,4.311172229494925
120,0.005,M1_RESIDUAL_POSITIVE,0.8266073217239326,0.8578649413667611,0.15671954885268347,0.13077194219245683,0.6714334479646832,0.6576433175016108,0.6847157920209479,0.671759113046394,0.08888329392766169,0.08558817885242756,0.31746292241844065,0.2991076823913306,0.09446636482380157,0.09026763223932334,0.3319673509566312,0.3116644170348824,0.37470098733846025,0.362322237849664,7.229281695489809,6.901263602391152
120,0.01,B0_RAW_POSITIVE,0.6577706977381182,0.6180469715698393,0.3233449843486606,0.3619986403806934,0.7917541606934039,0.8087039930277045,0.7936040036400267,0.8097126644561552,0.12729741086236235,0.13273786010036723,0.4311244210097594,0.4479770181537273,0.1297762027619667,0.13452683816566408,0.4354093548163797,0.4513102047270916,0.20645304006179238,0.19693105684028528,3.9739142111648538,3.6915342666324262
120,0.01,M1_RESIDUAL_POSITIVE,0.9523459614250723,0.976984126984127,0.04360366182261572,0.023015873015873017,0.5770664619080108,0.5654279614959608,0.5956811481083802,0.5831595218101033,0.0665964402783281,0.06392315400297156,0.2503955768073116,0.23561239921270016,0.07212413626840845,0.07065084812201929,0.26598155045585037,0.2503485330950487,0.3040861505101454,0.2855795430727311,5.859731363740335,5.557023648443425
120,0.02,B0_RAW_POSITIVE,0.7698361851344762,0.7402702702702703,0.21859122891731483,0.2457174950856501,0.7453965115376134,0.7654966220502559,0.7483742801483099,0.7663310523874174,0.09727318140336652,0.09964439928879858,0.3549220481117191,0.3681539445762077,0.09995813038636783,0.10267935054011394,0.3607307409048585,0.37328938079342405,0.17293477703698404,0.1605182166028947,3.3265434845568707,3.0972819256970143
120,0.02,M1_RESIDUAL_POSITIVE,0.9935808653283132,0.9997818974918211,0.006153864646722684,0.00021810250817884405,0.47269398929744744,0.4674609791394495,0.4974340163844053,0.4897090650323781,0.04891158199326048,0.04676908082967052,0.19328311738899034,0.18397358253350096,0.05432571424691912,0.052567672706982815,0.209450878677575,0.19889864235818094,0.24359399066044513,0.2274755217534509,4.690163052551054,4.444353792902579
252,0.002,B0_RAW_POSITIVE,0.3908119956108008,0.3475757575757576,0.5658258818213768,0.6046881207787048,0.8577190978954,0.8714971330420067,0.858718380617833,0.8721342538712606,0.21784395796762826,0.23694728953285035,0.5709946383997746,0.5963114754098361,0.21889589966357015,0.23803723943374852,0.5728464483372027,0.5962653136973104,0.3821420176682741,0.3353460287970274,7.453726971579362,6.533555844746725
252,0.002,M1_RESIDUAL_POSITIVE,0.4627737112610277,0.4998824359275805,0.4781957052459591,0.4520367936925099,0.8004562456898442,0.7932519563133782,0.8078243505206317,0.800441668971414,0.13085413541082333,0.12388663967611337,0.43628865976214154,0.4213599359402109,0.13721330894043043,0.13181524287551724,0.4519523346776812,0.4385411841239593,0.5587786430095076,0.563671951458211,10.885759389377316,10.635720890346745
252,0.005,B0_RAW_POSITIVE,0.5517217951019084,0.5105835806132542,0.42201049534422685,0.46470749794012634,0.8196635500576268,0.8375441010960913,0.8208269844017321,0.8386656310689238,0.17054089109114326,0.18086907887582146,0.49853380578792783,0.5270833333333333,0.17244587403030787,0.18234512869581146,0.5005058085589996,0.5293965120728823,0.29574134444500433,0.2533699298566636,5.752812581637047,4.96698160156
252,0.005,M1_RESIDUAL_POSITIVE,0.7302636194963823,0.7557018575123442,0.24672853081791507,0.22481420313790257,0.7146866144992992,0.7052347766438405,0.7273363052140361,0.7178907378395727,0.09463007134429895,0.09185159152525355,0.33706037893862734,0.32409890009445175,0.10096076851972731,0.09724129136611834,0.3540873975004712,0.3400532075884421,0.44102139481327085,0.44588894485016367,8.57888600251865,8.508463004111016
252,0.01,B0_RAW_POSITIVE,0.6688613101814235,0.6304529035843289,0.3132828310151008,0.3467629897193665,0.7843675509566176,0.8094373269341251,0.7859947960644686,0.8106723216187028,0.13613310363359515,0.138603329273244,0.433586153975374,0.4591060573332922,0.138539045300542,0.1409601500423845,0.43709711396981926,0.4626042992092296,0.2445014245824953,0.22519144233046498,4.748760938267461,4.185521633448827
252,0.01,M1_RESIDUAL_POSITIVE,0.9039359086475828,0.9274650547789951,0.08946018859240272,0.07017543859649122,0.6294806267165698,0.6158487552005545,0.6485920679569323,0.6413872935497316,0.07185776246860541,0.06858644085089018,0.26884212192875606,0.25577980269598616,0.07850677240135596,0.07594010815907136,0.28764813683434715,0.2783430913126018,0.36397314682687965,0.37181766864239346,7.073289749977907,7.135487373135922
252,0.02,B0_RAW_POSITIVE,0.7762334095108456,0.7507641011392053,0.212675543191959,0.23450958599611002,0.7400064119583718,0.7629891022254478,0.7425835101821954,0.7651322067448347,0.10533832008045056,0.10381425275611295,0.36340970738795575,0.3811563346218244,0.10808261634041487,0.10674804656133559,0.3685657285899799,0.3884078693006541,0.20193109580874663,0.1975639423338168,3.9174099926676513,3.6812884307680873
252,0.02,M1_RESIDUAL_POSITIVE,0.9828425775051627,0.9971784622619327,0.015907878891621072,0.0028215377380672465,0.5250945206475728,0.5060818529908202,0.5531093700686647,0.5348420370466413,0.052874715518676715,0.05018587360594796,0.20788612617878374,0.19320769696843074,0.0597364053852206,0.05729564763459685,0.22825825585336415,0.21848071026172255,0.29364228199601594,0.30374987446017876,5.70183884154445,5.837549382646696
